login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
broothie,4,3.0,1.0,75.0,Agent
JamshaidAhmedd,4,4.0,0.0,100.0,Agent
luizzzvictor,2,2.0,0.0,100.0,Agent
smarza,16,15.0,1.0,93.75,Agent
Imutaakihiro,1,1.0,0.0,100.0,Agent
Darkendnox,1,1.0,0.0,100.0,Agent
carroll-john,1,1.0,0.0,100.0,Agent
juliet-fleischer,5,5.0,0.0,100.0,Agent
maekawatoshiki,1,0.0,1.0,0.0,Agent
cecell,1,1.0,0.0,100.0,Agent
ruslanpetunin,5,5.0,0.0,100.0,Agent
ForeverInLaw,3,3.0,0.0,100.0,Agent
MrRyanAlexander,2,2.0,0.0,100.0,Agent
Yonesh-Thapa,10,10.0,0.0,100.0,Agent
clauberson,8,8.0,0.0,100.0,Agent
broneco,3,3.0,0.0,100.0,Agent
VandanaVB,4,2.0,2.0,50.0,Agent
GuilhemPcgn,4,4.0,0.0,100.0,Agent
alefsobhani,2,1.0,1.0,50.0,Agent
xuzhougeng,2,2.0,0.0,100.0,Agent
chasepd,2,2.0,0.0,100.0,Agent
moontmsai,1,1.0,0.0,100.0,Agent
jams2blues,15,0.0,15.0,0.0,Agent
micazev,3,3.0,0.0,100.0,Agent
difanj0713,1,0.0,1.0,0.0,Agent
4ndypanda,2,2.0,0.0,100.0,Agent
BataraKresn,10,9.0,1.0,90.0,Agent
Pranshu-Sahu,3,3.0,0.0,100.0,Agent
Zolikaaa999,6,6.0,0.0,100.0,Agent
Saaiiikrishna,2,1.0,1.0,50.0,Agent
MertalpTasdelen,2,1.0,1.0,50.0,Agent
TOBRI777,2,2.0,0.0,100.0,Agent
miguelariasdev,2,2.0,0.0,100.0,Agent
lighbothe,2,2.0,0.0,100.0,Agent
JGarrisonIDEA,7,7.0,0.0,100.0,Agent
FarmVivi,5,5.0,0.0,100.0,Agent
atahatah,2,2.0,0.0,100.0,Agent
jelleprins,11,11.0,0.0,100.0,Agent
PavelMalachovski,3,3.0,0.0,100.0,Agent
EministarVR,4,4.0,0.0,100.0,Agent
julio-cesar-vgs,2,2.0,0.0,100.0,Agent
headclef,2,2.0,0.0,100.0,Agent
vkarpov15,12,12.0,0.0,100.0,Agent
marxcobain,1,1.0,0.0,100.0,Agent
noponena,23,23.0,0.0,100.0,Agent
exinoss,1,1.0,0.0,100.0,Agent
anuchit33,1,1.0,0.0,100.0,Agent
rrogerc,1,0.0,1.0,0.0,Agent
cortezfelipe,2,2.0,0.0,100.0,Agent
rogermlenglish-glitch,2,2.0,0.0,100.0,Agent
Bharatchoudhary11,9,9.0,0.0,100.0,Agent
will702,1,1.0,0.0,100.0,Agent
shafitanvir32,2,2.0,0.0,100.0,Agent
mescgit,7,7.0,0.0,100.0,Agent
c0sogi,11,9.0,2.0,81.82,Agent
Hioness,2,2.0,0.0,100.0,Agent
madrus,8,7.0,1.0,87.5,Agent
adwaykanhere,1,1.0,0.0,100.0,Agent
okonomi,4,2.0,2.0,50.0,Agent
maxyc-webber,5,5.0,0.0,100.0,Agent
ShubhamGupta05,3,2.0,1.0,66.67,Agent
muammarmuhammad,3,3.0,0.0,100.0,Agent
seanvraineri,3,3.0,0.0,100.0,Agent
scottiepowell,6,6.0,0.0,100.0,Agent
eternaleclipse,2,2.0,0.0,100.0,Agent
mascot27,1,1.0,0.0,100.0,Agent
Fantomas937,8,8.0,0.0,100.0,Agent
YoungHoWoo,2,2.0,0.0,100.0,Agent
kadmielp,2,1.0,1.0,50.0,Agent
AdrienVille,1,1.0,0.0,100.0,Agent
emergingtechnologiescpe,2,2.0,0.0,100.0,Agent
divyanshgupta1141,4,4.0,0.0,100.0,Agent
Ttumn,5,5.0,0.0,100.0,Agent
MasterBruhh,3,2.0,1.0,66.67,Agent
Thor6677,10,9.0,1.0,90.0,Agent
GuyNetserEyal,6,6.0,0.0,100.0,Agent
jircdev,1,1.0,0.0,100.0,Agent
Lea43010,9,9.0,0.0,100.0,Agent
adamzwickey,1,1.0,0.0,100.0,Agent
abimaelmartell,9,6.0,3.0,66.67,Agent
HappyJayXin,3,3.0,0.0,100.0,Agent
aar246860,2,2.0,0.0,100.0,Agent
Mort2S,2,1.0,1.0,50.0,Agent
asuhantsev,3,3.0,0.0,100.0,Agent
underswitchx,8,8.0,0.0,100.0,Agent
DCorgnati,1,1.0,0.0,100.0,Agent
Rutherford,9,9.0,0.0,100.0,Agent
FearMelts,1,1.0,0.0,100.0,Agent
KoltonStarr,6,5.0,1.0,83.33,Agent
pjfolliard,1,1.0,0.0,100.0,Agent
agusdasilva,16,16.0,0.0,100.0,Agent
lachlanspringfield,1,1.0,0.0,100.0,Agent
rcy007,1,1.0,0.0,100.0,Agent
Mechstalol,8,7.0,1.0,87.5,Agent
DanielRamos777,8,8.0,0.0,100.0,Agent
toddhaus,2,2.0,0.0,100.0,Agent
jiangyan,9,8.0,1.0,88.89,Agent
1lwlawck,4,0.0,4.0,0.0,Agent
carlaherrera,2,2.0,0.0,100.0,Agent
BrunnoML,2,2.0,0.0,100.0,Agent
joshSzep,7,7.0,0.0,100.0,Agent
chatgptnotes,4,4.0,0.0,100.0,Agent
amitregmi,1,1.0,0.0,100.0,Agent
Makaron950,3,3.0,0.0,100.0,Agent
TWadi,3,3.0,0.0,100.0,Agent
Code0x58,3,3.0,0.0,100.0,Agent
FrantzAraya,13,13.0,0.0,100.0,Agent
anhhoangdev,3,3.0,0.0,100.0,Agent
sxsmg,2,1.0,1.0,50.0,Agent
Tim2190,3,0.0,3.0,0.0,Agent
ken-kuro,2,1.0,1.0,50.0,Agent
NikitaBelov-mobile,7,7.0,0.0,100.0,Agent
marc-shade,1,1.0,0.0,100.0,Agent
stevebauman,3,3.0,0.0,100.0,Agent
chaseconey,1,0.0,1.0,0.0,Agent
RodrigoFK06,44,44.0,0.0,100.0,Agent
brandonstaton77-collab,2,1.0,1.0,50.0,Agent
jeffanthony,8,8.0,0.0,100.0,Agent
dannable,8,7.0,1.0,87.5,Agent
DementedWeasel1971,1,1.0,0.0,100.0,Agent
pedrosamoreira,2,2.0,0.0,100.0,Agent
mathieugallant,1,1.0,0.0,100.0,Agent
CrazyDeagle,3,2.0,1.0,66.67,Agent
sevki,2,0.0,2.0,0.0,Agent
oBrennow,1,1.0,0.0,100.0,Agent
j4r3dd,1,1.0,0.0,100.0,Agent
hamidi-dev,1,1.0,0.0,100.0,Agent
johannes60-sk,1,0.0,1.0,0.0,Agent
rolyataylor2,1,1.0,0.0,100.0,Agent
wowcrise54,7,7.0,0.0,100.0,Agent
danielsalles,2,2.0,0.0,100.0,Agent
Li-the-one,1,1.0,0.0,100.0,Agent
entr0pium,1,1.0,0.0,100.0,Agent
tcdwork,5,5.0,0.0,100.0,Agent
artmsilva,7,5.0,2.0,71.43,Agent
kaiocss,7,7.0,0.0,100.0,Agent
berhox,4,4.0,0.0,100.0,Agent
Yasuto1218,3,3.0,0.0,100.0,Agent
JetSetEdit,1,1.0,0.0,100.0,Agent
mbakkc,1,1.0,0.0,100.0,Agent
maycrodrigues,2,2.0,0.0,100.0,Agent
jzbm,1,0.0,1.0,0.0,Agent
KCTHolman,1,1.0,0.0,100.0,Agent
AKSHATYADAV5,5,5.0,0.0,100.0,Agent
leco123,4,4.0,0.0,100.0,Agent
MaximIgenbergs,1,1.0,0.0,100.0,Agent
OilCoder,1,1.0,0.0,100.0,Agent
madhurahuja,1,1.0,0.0,100.0,Agent
amerine,2,2.0,0.0,100.0,Agent
Beggas2,2,2.0,0.0,100.0,Agent
kevgoldberg,6,6.0,0.0,100.0,Agent
aguyinahoodie,1,0.0,1.0,0.0,Agent
briannippert,4,4.0,0.0,100.0,Agent
ifurkansalvatore,1,1.0,0.0,100.0,Agent
Gfernandezv,4,4.0,0.0,100.0,Agent
tanvir00007,5,5.0,0.0,100.0,Agent
QuennelChen,1,1.0,0.0,100.0,Agent
ke-fritz,1,0.0,1.0,0.0,Agent
abubakkariiui,7,7.0,0.0,100.0,Agent
amit608,4,4.0,0.0,100.0,Agent
Mikael-Gustafsson,7,7.0,0.0,100.0,Agent
bdolicki,3,3.0,0.0,100.0,Agent
ModelShip25,2,2.0,0.0,100.0,Agent
tsanyilin,1,0.0,1.0,0.0,Agent
zone11,3,3.0,0.0,100.0,Agent
Dizzysky1,2,2.0,0.0,100.0,Agent
Alesor03,1,0.0,1.0,0.0,Agent
fei3363,6,5.0,1.0,83.33,Agent
ifanirene,6,4.0,2.0,66.67,Agent
YihaoSu,4,4.0,0.0,100.0,Agent
douglaslpo,1,1.0,0.0,100.0,Agent
kamalarnav04,3,0.0,3.0,0.0,Agent
Joshua-Smith222,1,1.0,0.0,100.0,Agent
erivamjr,4,4.0,0.0,100.0,Agent
VasileiosZacharias,1,1.0,0.0,100.0,Agent
kaustubhg101,1,1.0,0.0,100.0,Agent
mohideen-aws,3,3.0,0.0,100.0,Agent
davidondrej,1,1.0,0.0,100.0,Agent
hse95,1,1.0,0.0,100.0,Agent
vradovic-metoda,1,1.0,0.0,100.0,Agent
markomiz,1,1.0,0.0,100.0,Agent
AmShaegar13,1,1.0,0.0,100.0,Agent
CgoulartS,2,2.0,0.0,100.0,Agent
khou22,3,3.0,0.0,100.0,Agent
ErykSkretowski,1,0.0,1.0,0.0,Agent
s1lviu,2,0.0,2.0,0.0,Agent
drammen94,2,2.0,0.0,100.0,Agent
marcsto,1,1.0,0.0,100.0,Agent
hcam93,2,1.0,1.0,50.0,Agent
RubenOsiris073,3,3.0,0.0,100.0,Agent
carboni123,3,2.0,1.0,66.67,Agent
eeble1,1,1.0,0.0,100.0,Agent
henrique-serra,1,1.0,0.0,100.0,Agent
ult0,1,1.0,0.0,100.0,Agent
mcstrome,4,4.0,0.0,100.0,Agent
VittuD,1,0.0,1.0,0.0,Agent
clamalo,7,7.0,0.0,100.0,Agent
elenacherkashina,1,1.0,0.0,100.0,Agent
Lunedev03,1,1.0,0.0,100.0,Agent
lorddrk30,2,2.0,0.0,100.0,Agent
savan-najmaddin,1,0.0,1.0,0.0,Agent
rithraj,1,1.0,0.0,100.0,Agent
BoKaiLiang,4,3.0,1.0,75.0,Agent
gusblacknails,3,3.0,0.0,100.0,Agent
canturk3,1,1.0,0.0,100.0,Agent
decoded-cipher,1,1.0,0.0,100.0,Agent
amrhym,1,1.0,0.0,100.0,Agent
tanakaayumu,6,6.0,0.0,100.0,Agent
DustinDotExe,1,1.0,0.0,100.0,Agent
rjuranga,1,1.0,0.0,100.0,Agent
FxPiGaAo,2,2.0,0.0,100.0,Agent
AlejandroSGomez,1,0.0,1.0,0.0,Agent
brackham,5,5.0,0.0,100.0,Agent
Komadaki,2,2.0,0.0,100.0,Agent
NickSchu10,2,2.0,0.0,100.0,Agent
cbluit,2,2.0,0.0,100.0,Agent
shaxzodoken,1,1.0,0.0,100.0,Agent
mkimitch,1,1.0,0.0,100.0,Agent
Stonnee,3,3.0,0.0,100.0,Agent
cchi,1,1.0,0.0,100.0,Agent
baszalmstra,1,0.0,1.0,0.0,Agent
syam202,2,2.0,0.0,100.0,Agent
Eduvent,1,0.0,1.0,0.0,Agent
passeride,1,1.0,0.0,100.0,Agent
ninicksicard,4,4.0,0.0,100.0,Agent
denezt,5,5.0,0.0,100.0,Agent
Furansujin,3,3.0,0.0,100.0,Agent
milosptr,2,0.0,2.0,0.0,Agent
optiplex3020,3,3.0,0.0,100.0,Agent
clairexen,1,0.0,1.0,0.0,Agent
ConnecteDigital,1,0.0,1.0,0.0,Agent
Radikq,1,1.0,0.0,100.0,Agent
gigsanatomy,1,1.0,0.0,100.0,Agent
TesHokay,3,3.0,0.0,100.0,Agent
davidtheITguy,1,1.0,0.0,100.0,Agent
rohitgoyalbos,1,1.0,0.0,100.0,Agent
Huyphung111,1,1.0,0.0,100.0,Agent
strnadchristopher,2,2.0,0.0,100.0,Agent
kaimu0719,1,1.0,0.0,100.0,Agent
Eldahgar,1,1.0,0.0,100.0,Agent
TechLead-War,1,1.0,0.0,100.0,Agent
tasmanvs,1,1.0,0.0,100.0,Agent
pablopfg,4,3.0,1.0,75.0,Agent
FireIce7,5,5.0,0.0,100.0,Agent
sergy2000,1,1.0,0.0,100.0,Agent
jross787,1,1.0,0.0,100.0,Agent
Linkaart,2,2.0,0.0,100.0,Agent
ToomyKovy,1,1.0,0.0,100.0,Agent
mavericcspsttel404,4,4.0,0.0,100.0,Agent
jmeiracorbal,1,0.0,1.0,0.0,Agent
silvers2000,1,1.0,0.0,100.0,Agent
simonthkjaer,1,1.0,0.0,100.0,Agent
venky6698,2,2.0,0.0,100.0,Agent
m2sh,3,3.0,0.0,100.0,Agent
AlecRust,1,1.0,0.0,100.0,Agent
balachargebee,1,1.0,0.0,100.0,Agent
Sebasochoa,1,1.0,0.0,100.0,Agent
breiting,1,1.0,0.0,100.0,Agent
funfely,1,1.0,0.0,100.0,Agent
xellos111,2,2.0,0.0,100.0,Agent
Synthsara,1,0.0,1.0,0.0,Agent
cepatinog,1,1.0,0.0,100.0,Agent
tim-roethig,1,0.0,1.0,0.0,Agent
allistera,3,3.0,0.0,100.0,Agent
gridaphobe,6,6.0,0.0,100.0,Agent
yyuan15,1,1.0,0.0,100.0,Agent
jmscodez,2,1.0,1.0,50.0,Agent
emomeni,4,4.0,0.0,100.0,Agent
ziarahman,1,1.0,0.0,100.0,Agent
cacho,3,3.0,0.0,100.0,Agent
vmxpose,1,1.0,0.0,100.0,Agent
felipedelpozo,1,1.0,0.0,100.0,Agent
mixamonakh,1,1.0,0.0,100.0,Agent
sakamotoyuya,1,1.0,0.0,100.0,Agent
rafaelsdiasdev,3,3.0,0.0,100.0,Agent
C1gua,1,1.0,0.0,100.0,Agent
tnickel,2,2.0,0.0,100.0,Agent
LeeeeeeJunSu,1,1.0,0.0,100.0,Agent
miqueiasazevedo,1,1.0,0.0,100.0,Agent
PriyaranjanMarathe,1,1.0,0.0,100.0,Agent
kornitdevops,1,1.0,0.0,100.0,Agent
ville-k,3,3.0,0.0,100.0,Agent
Mieju,4,4.0,0.0,100.0,Agent
volodymyrsoboliev,1,1.0,0.0,100.0,Agent
dd9971,1,0.0,1.0,0.0,Agent
m-satas,1,1.0,0.0,100.0,Agent
brendon-rofe,1,1.0,0.0,100.0,Agent
zdrave08,1,1.0,0.0,100.0,Agent
merei116,4,4.0,0.0,100.0,Agent
Rainnnnnnnn-maker,1,1.0,0.0,100.0,Agent
Sotislosky,1,1.0,0.0,100.0,Agent
PiotrTulacz,1,0.0,1.0,0.0,Agent
baadblue,1,1.0,0.0,100.0,Agent
hazemahmedx0,2,2.0,0.0,100.0,Agent
mr-neoterix,3,3.0,0.0,100.0,Agent
alisaleemh,1,1.0,0.0,100.0,Agent
rigidus,1,1.0,0.0,100.0,Agent
frykhamn,1,1.0,0.0,100.0,Agent
cinyan10,1,1.0,0.0,100.0,Agent
selcukeraslan,1,1.0,0.0,100.0,Agent
Bal1m,1,0.0,1.0,0.0,Agent
AngusBlomley,3,2.0,1.0,66.67,Agent
relusion,1,1.0,0.0,100.0,Agent
The-Autonomous,2,2.0,0.0,100.0,Agent
astromandy,2,2.0,0.0,100.0,Agent
jackieburkenasn,1,1.0,0.0,100.0,Agent
leeh8911,1,1.0,0.0,100.0,Agent
josenunezmailboxes,1,1.0,0.0,100.0,Agent
tiero,1,0.0,1.0,0.0,Agent
gefen1999,1,1.0,0.0,100.0,Agent
lugonzalg,1,1.0,0.0,100.0,Agent
Gaboaom30,1,1.0,0.0,100.0,Agent
Nick-Robb,2,2.0,0.0,100.0,Agent
BlockRockAdmin,1,1.0,0.0,100.0,Agent
dotfmg,1,1.0,0.0,100.0,Agent
afedin,1,1.0,0.0,100.0,Agent
mahendramahendra,1,1.0,0.0,100.0,Agent
Luvleydie,1,1.0,0.0,100.0,Agent
youssef5033,1,1.0,0.0,100.0,Agent
devyadav0399,2,2.0,0.0,100.0,Agent
dwcoaching,1,1.0,0.0,100.0,Agent
kolovo,1,1.0,0.0,100.0,Agent
futurGH,1,1.0,0.0,100.0,Agent
HongSeokWon-git,1,1.0,0.0,100.0,Agent
spacesalman,1,1.0,0.0,100.0,Agent
szaen,1,1.0,0.0,100.0,Agent
cp2587,1,0.0,1.0,0.0,Agent
zhu0954,1,1.0,0.0,100.0,Agent
ibansd,2,2.0,0.0,100.0,Agent
CristianGTR97,1,1.0,0.0,100.0,Agent
Ren-0603,3,3.0,0.0,100.0,Agent
fyhao,4,3.0,1.0,75.0,Agent
stianthaulow,1,0.0,1.0,0.0,Agent
asdf1319964f,1,0.0,1.0,0.0,Agent
Danieleeht,1,1.0,0.0,100.0,Agent
velukuberan,1,1.0,0.0,100.0,Agent
FisenkoN,1,1.0,0.0,100.0,Agent
adamdeleeuw,1,1.0,0.0,100.0,Agent
Senoumemto,1,1.0,0.0,100.0,Agent
erik-ingwersen-ey,1,1.0,0.0,100.0,Agent
sobotosso,1,1.0,0.0,100.0,Agent
davidcraig5,1,1.0,0.0,100.0,Agent
maxvanrijn90,1,1.0,0.0,100.0,Agent
thEOneA,2,2.0,0.0,100.0,Agent
Muratzenkin,3,3.0,0.0,100.0,Agent
Gabriel-progf,1,1.0,0.0,100.0,Agent
pauloandwe,2,2.0,0.0,100.0,Agent
Theoli2,1,1.0,0.0,100.0,Agent
vorbei,1,1.0,0.0,100.0,Agent
mcduffman,1,0.0,1.0,0.0,Agent
YiTongG,1,0.0,1.0,0.0,Agent
mikcop,2,2.0,0.0,100.0,Agent
DisPaisy,1,1.0,0.0,100.0,Agent
Yehorka,2,2.0,0.0,100.0,Agent
AdemCE-eng,2,2.0,0.0,100.0,Agent
techczech,3,3.0,0.0,100.0,Agent
princeleuel-code,1,1.0,0.0,100.0,Agent
ricard00liveira,1,1.0,0.0,100.0,Agent
agustinm411,1,1.0,0.0,100.0,Agent
liner-exe,1,0.0,1.0,0.0,Agent
Gon159x,1,1.0,0.0,100.0,Agent
mohsinalipro,1,1.0,0.0,100.0,Agent
artemshadrunov,1,1.0,0.0,100.0,Agent
ABUElmann,1,1.0,0.0,100.0,Agent
matarth,1,1.0,0.0,100.0,Agent
changshoumeng,1,1.0,0.0,100.0,Agent
mmalmi,1,1.0,0.0,100.0,Agent
jhang-jhe-wei,1,1.0,0.0,100.0,Agent
TheMacPotato,1,1.0,0.0,100.0,Agent
Kiranmulawad1,1,1.0,0.0,100.0,Agent
manansh11,1,1.0,0.0,100.0,Agent
Airton659,2,2.0,0.0,100.0,Agent
NEWLY2014,1,1.0,0.0,100.0,Agent
lyramakesmusic,1,1.0,0.0,100.0,Agent
KenUdigIT710,1,1.0,0.0,100.0,Agent
dgb173,1,1.0,0.0,100.0,Agent
ashahabov,1,0.0,1.0,0.0,Agent
FabricioGodoy,1,1.0,0.0,100.0,Agent
4vyrez,1,1.0,0.0,100.0,Agent
davidscassell,1,1.0,0.0,100.0,Agent
YuhaoWangHub,1,1.0,0.0,100.0,Agent
lzhu019,1,0.0,1.0,0.0,Agent
MHauray,3,3.0,0.0,100.0,Agent
mingo-nguyen,1,0.0,1.0,0.0,Agent
medusalucas,1,1.0,0.0,100.0,Agent
CaioKloppel,1,1.0,0.0,100.0,Agent
kwbaek,2,2.0,0.0,100.0,Agent
1selente,1,1.0,0.0,100.0,Agent
SirSteel11,1,1.0,0.0,100.0,Agent
gitmank,2,1.0,1.0,50.0,Agent
MahdiShikha,1,1.0,0.0,100.0,Agent
geetheriot,1,1.0,0.0,100.0,Agent
hmachhouri,1,1.0,0.0,100.0,Agent
saamandauto,1,1.0,0.0,100.0,Agent
voytas,1,0.0,1.0,0.0,Agent
m1k058,1,1.0,0.0,100.0,Agent
SpandanNepal,2,2.0,0.0,100.0,Agent
intiequals1,1,1.0,0.0,100.0,Agent
Paul-Mazaingue,1,0.0,1.0,0.0,Agent
codeshepherd,1,1.0,0.0,100.0,Agent
Rajita27,1,1.0,0.0,100.0,Agent
michaelvaillant,1,1.0,0.0,100.0,Agent
Leonard-ssj,2,2.0,0.0,100.0,Agent
Kregius,1,1.0,0.0,100.0,Agent
tsubaki2525,1,1.0,0.0,100.0,Agent
syedazharmbnr1,1,1.0,0.0,100.0,Agent
EdGuerra,1,0.0,1.0,0.0,Agent
RealNameHidden,1,1.0,0.0,100.0,Agent
AadilHD,2,2.0,0.0,100.0,Agent
Wengo500,1,1.0,0.0,100.0,Agent
sakamotoatoshi,1,0.0,1.0,0.0,Agent
johnbenac,1,1.0,0.0,100.0,Agent
taqu13579,1,1.0,0.0,100.0,Agent
qFrAnX,1,1.0,0.0,100.0,Agent
lxchii1,1,1.0,0.0,100.0,Agent
MaureenMercy,8,8.0,0.0,100.0,Agent
manishmakwana,2,2.0,0.0,100.0,Agent
Emmyhack,2,2.0,0.0,100.0,Agent
ghemperor,4,4.0,0.0,100.0,Agent
lunasaw,2,2.0,0.0,100.0,Agent
cellis212,9,9.0,0.0,100.0,Agent
rubulhoquechoudhury,1,1.0,0.0,100.0,Agent
benderoz,2,2.0,0.0,100.0,Agent
khilonjiya2,9,6.0,3.0,66.67,Agent
Fupudav,33,33.0,0.0,100.0,Agent
iqbalkhan99171,1,1.0,0.0,100.0,Agent
kspro0090,2,1.0,1.0,50.0,Agent
dmpetrov,3,2.0,1.0,66.67,Agent
invalidcharactersnotavailable,3,3.0,0.0,100.0,Agent
ConorJu,2,2.0,0.0,100.0,Agent
kijoe20,7,6.0,1.0,85.71,Agent
Nakashun-mf,2,2.0,0.0,100.0,Agent
byeongsu-hong,2,2.0,0.0,100.0,Agent
shem8,1,1.0,0.0,100.0,Agent
Kataclan,4,3.0,1.0,75.0,Agent
jan-m-kie,3,1.0,2.0,33.33,Agent
adityatarle,71,71.0,0.0,100.0,Agent
efddrsn,8,7.0,1.0,87.5,Agent
Tief002,2,2.0,0.0,100.0,Agent
kaeff,4,3.0,1.0,75.0,Agent
xxdydx,1,1.0,0.0,100.0,Agent
z85510,3,3.0,0.0,100.0,Agent
jin-ttao,1,1.0,0.0,100.0,Agent
AbuAlYosn,2,1.0,1.0,50.0,Agent
GarenaDiamondTelegram,5,5.0,0.0,100.0,Agent
keshavkunver,1,1.0,0.0,100.0,Agent
tim1363,1,1.0,0.0,100.0,Agent
Parketsense,2,0.0,2.0,0.0,Agent
aikdeirel,10,10.0,0.0,100.0,Agent
banklesss,1,0.0,1.0,0.0,Agent
ochmanski,8,3.0,5.0,37.5,Agent
StefanoITU,1,1.0,0.0,100.0,Agent
fornamess,2,2.0,0.0,100.0,Agent
thampiotr,1,0.0,1.0,0.0,Agent
starboy420,1,1.0,0.0,100.0,Agent
kiwamust,1,1.0,0.0,100.0,Agent
anthonyshew,6,5.0,1.0,83.33,Agent
udi-17,2,2.0,0.0,100.0,Agent
KunjShah1935,2,2.0,0.0,100.0,Agent
ribbleca,5,5.0,0.0,100.0,Agent
Vierbytes,2,2.0,0.0,100.0,Agent
Suhasteja,2,2.0,0.0,100.0,Agent
manasnilarout,1,1.0,0.0,100.0,Agent
Mc01,1,1.0,0.0,100.0,Agent
neminaa,1,1.0,0.0,100.0,Agent
usertedi,1,1.0,0.0,100.0,Agent
ndraiman,1,1.0,0.0,100.0,Agent
Yeaowo,2,2.0,0.0,100.0,Agent
fatimanida27,1,1.0,0.0,100.0,Agent
masud1322,3,2.0,1.0,66.67,Agent
kingofshades,1,1.0,0.0,100.0,Agent
davedavid47722,1,1.0,0.0,100.0,Agent
UJWAL0611,1,1.0,0.0,100.0,Agent
MRX2424,4,4.0,0.0,100.0,Agent
Tharun-Raj-Kuntluru,1,1.0,0.0,100.0,Agent
ZJsnowman,1,1.0,0.0,100.0,Agent
Keziah-li,1,1.0,0.0,100.0,Agent
hgthanh,1,1.0,0.0,100.0,Agent
yiniesta,1,1.0,0.0,100.0,Agent
forliny,1,1.0,0.0,100.0,Agent
nataliafedorovabi,1,1.0,0.0,100.0,Agent
NickFane,2,2.0,0.0,100.0,Agent
iotserver24,2,2.0,0.0,100.0,Agent
GreatSnowyOwl,2,2.0,0.0,100.0,Agent
fzhjeffrey,4,4.0,0.0,100.0,Agent
goda6565,1,1.0,0.0,100.0,Agent
patlaughlin,2,2.0,0.0,100.0,Agent
neogenz,2,2.0,0.0,100.0,Agent
luQingU,1,1.0,0.0,100.0,Agent
Cazadora1,1,1.0,0.0,100.0,Agent
mradhuber,1,1.0,0.0,100.0,Agent
Samir433,1,0.0,1.0,0.0,Agent
ploppyyy1829,1,1.0,0.0,100.0,Agent
wanderfulife,4,4.0,0.0,100.0,Agent
jeet-dekivadia,1,1.0,0.0,100.0,Agent
obidjuraev07,1,1.0,0.0,100.0,Agent
mfazri10,2,2.0,0.0,100.0,Agent
axomrajj00,1,1.0,0.0,100.0,Agent
Mananwadhwa52,1,1.0,0.0,100.0,Agent
jd,1,1.0,0.0,100.0,Agent
HarikrishnaPasthapuram,1,1.0,0.0,100.0,Agent
SATYA-GANZ,1,1.0,0.0,100.0,Agent
njoylab,1,1.0,0.0,100.0,Agent
mohia0,1,0.0,1.0,0.0,Agent
ChAdity,1,1.0,0.0,100.0,Agent
abhimanyu79o,1,1.0,0.0,100.0,Agent
cerealkiller2527,1,1.0,0.0,100.0,Agent
JIATSOLIN,1,1.0,0.0,100.0,Agent
leandroppf,1,1.0,0.0,100.0,Agent
GrigoVyd,3,3.0,0.0,100.0,Agent
gabaws,1,1.0,0.0,100.0,Agent
THEREALVANHEL,1,1.0,0.0,100.0,Agent
SecretLittleBoy,1,1.0,0.0,100.0,Agent
pascalx-git,1,1.0,0.0,100.0,Agent
mohidev007,1,1.0,0.0,100.0,Agent
ChethanKumarDeveloper,1,1.0,0.0,100.0,Agent
MohaSeyam,1,1.0,0.0,100.0,Agent
ChaudharyHannan99,1,1.0,0.0,100.0,Agent
alex-heritier,1,1.0,0.0,100.0,Agent
Kieren-Foenander,1,1.0,0.0,100.0,Agent
dogwong,1,1.0,0.0,100.0,Agent
datablogin,3,3.0,0.0,100.0,Agent
fsamejim,1,1.0,0.0,100.0,Agent
max-sixty,33,32.0,1.0,96.97,Agent
masinc,1,1.0,0.0,100.0,Agent
jra3,1,1.0,0.0,100.0,Agent
yannsunn,26,22.0,4.0,84.62,Agent
stanvx,1,1.0,0.0,100.0,Agent
prateek,1,1.0,0.0,100.0,Agent
brendanwilliam,1,1.0,0.0,100.0,Agent
stereographica,7,7.0,0.0,100.0,Agent
mosoriob,1,1.0,0.0,100.0,Agent
punya,1,1.0,0.0,100.0,Agent
kenichi,1,1.0,0.0,100.0,Agent
stomita,3,3.0,0.0,100.0,Agent
sausaw,1,0.0,1.0,0.0,Agent
kaichen,7,6.0,1.0,85.71,Agent
datastx,4,4.0,0.0,100.0,Agent
k35o,1,1.0,0.0,100.0,Agent
blueboxgarage,1,1.0,0.0,100.0,Agent
craigsturgis,6,5.0,1.0,83.33,Agent
Emlembow,2,2.0,0.0,100.0,Agent
sankalpsthakur,17,17.0,0.0,100.0,Agent
vtakaj,3,3.0,0.0,100.0,Agent
EtanHey,1,1.0,0.0,100.0,Agent
tarastm95,337,337.0,0.0,100.0,Agent
R21Digital,712,690.0,22.0,96.91,Agent
TonyDeRosia,1314,1314.0,0.0,100.0,Agent
braboj,68,66.0,2.0,97.06,Agent
AsaTyr2018,676,663.0,13.0,98.08,Agent
Mir0um,18,10.0,8.0,55.56,Agent
naddeok96,60,55.0,5.0,91.67,Agent
wakeNBAkeQc,88,87.0,1.0,98.86,Agent
gabriel-legros,520,511.0,9.0,98.27,Agent
AntalJozsefminiszterur88,355,337.0,18.0,94.93,Agent
gs3rr4,537,490.0,47.0,91.25,Agent
dabrokezz,12,12.0,0.0,100.0,Agent
lohchanhin,290,290.0,0.0,100.0,Agent
Theocat321,6,6.0,0.0,100.0,Agent
PythonButcher,18,16.0,2.0,88.89,Agent
